Game,Manufacturer,Platform,Year,Genre,Publisher,NorthAmerica,Europe,Japan,RestOfWorld,Global
Primal Rage,Sony,PS,1994,Fighting,Time Warner,0.06,0.04,0,0.01,0.11
Ranma 1/2: Akanekodan Teki Hihou,Nintendo,SNES,1993,Role-Playing,TOHO,0,0,0.11,0,0.11
Batman: Rise of Sin Tzu,Microsoft,XB,2003,Action,Ubisoft,0.08,0.02,0,0,0.11
Tonic Trouble,Nintendo,N64,1999,Platform,Ubisoft,0.09,0.02,0,0,0.11
Tom Clancy's Rainbow Six: Rogue Spear,Nintendo,GBA,2002,Shooter,Ubisoft,0.08,0.03,0,0,0.11
Sabrina The Teenage Witch: Potion Commotion,Nintendo,GBA,2002,Action,Ubisoft,0.08,0.03,0,0,0.11
Disney's Peter Pan: Return to Never Land,Nintendo,GBA,2002,Platform,Ubisoft,0.08,0.03,0,0,0.11
The Price is Right: Decades,Microsoft,X360,2011,Misc,Ubisoft,0.11,0,0,0.01,0.11
Open Season,Microsoft,X360,2006,Platform,Ubisoft,0.1,0,0,0.01,0.11
Hole in the Wall: Deluxe Edition,Microsoft,X360,2011,Misc,Ubisoft,0.1,0,0,0.01,0.11
Cloudy With a Chance of Meatballs,Nintendo,Wii,2009,Platform,Ubisoft,0.1,0,0,0.01,0.11
Vacation Sports,Nintendo,Wii,2009,Sports,Ubisoft,0.09,0.01,0,0.01,0.11
Hollywood Squares,Nintendo,Wii,2010,Misc,Ubisoft,0.1,0,0,0.01,0.11
Totally Spies! Totally Party,Nintendo,Wii,2008,Misc,Ubisoft,0.09,0.01,0,0.01,0.11
Fit in Six,Nintendo,Wii,2011,Sports,Ubisoft,0.1,0,0,0.01,0.11
Animal Genius,Nintendo,DS,2007,Puzzle,Ubisoft,0.1,0,0,0.01,0.11
My SAT Coach with The Princeton Review,Nintendo,DS,2008,Misc,Ubisoft,0.1,0,0,0.01,0.11
The Settlers,Nintendo,DS,2007,Action,Ubisoft,0.1,0,0,0.01,0.11
Dawn of Discovery,Nintendo,DS,2009,Simulation,Ubisoft,0.07,0.03,0,0.01,0.11
Petz Fashion: Dogz & Catz,Nintendo,DS,2009,Simulation,Ubisoft,0.1,0,0,0.01,0.11
Funky Barn,Nintendo,3DS,2012,Simulation,Ubisoft,0.07,0.03,0,0.01,0.11
NCIS 3D,Nintendo,3DS,2011,Adventure,Ubisoft,0.06,0.04,0,0.01,0.11
Cold Fear,Sony,PS2,2005,Action,Ubisoft,0.06,0.04,0,0.01,0.11
Tenchu: Shadow Assassins,Sony,PSP,2009,Action,Ubisoft,0.03,0.02,0.05,0.01,0.11
Tom Clancy's EndWar,Sony,PSP,2008,Strategy,Ubisoft,0.1,0.01,0,0.01,0.11
Prince of Persia: Rival Swords,Sony,PSP,2007,Action,Ubisoft,0.08,0.02,0,0.01,0.11
TMNT,Sony,PSP,2007,Action,Ubisoft,0.1,0,0,0.01,0.11
Puzzler World 2,Nintendo,DS,2010,Puzzle,Ubisoft,0.02,0.07,0,0.02,0.11
Tom Clancy's Splinter Cell Trilogy,Sony,PS3,2011,Action,Ubisoft,0,0.09,0,0.03,0.11
Surf's Up,Sony,PSP,2007,Sports,Ubisoft,0.02,0.06,0,0.03,0.11
Warriors Orochi 3,Sony,PSP,2012,Action,Ubisoft,0,0,0.11,0,0.11
BloodRayne,Nintendo,GC,2002,Shooter,Universal,0.09,0.02,0,0,0.11
The Scorpion King: Rise of the Akkadian,Nintendo,GC,2002,Action,Universal,0.08,0.02,0,0,0.11
Real World Golf,Sony,PS2,2005,Sports,Valcon,0.05,0.04,0,0.01,0.11
Fabulous Finds,Nintendo,DS,2009,Puzzle,ValuSoft,0.1,0,0,0.01,0.11
Classic Road,Nintendo,SNES,1993,Sports,Victor,0,0,0.11,0,0.11
F1 Racing Championship,Sony,PS,2000,Racing,Video System,0.06,0.04,0,0.01,0.11
Dr. Seuss' The Cat in the Hat,Microsoft,XB,2003,Misc,Vivendi,0.08,0.02,0,0,0.11
Fight Club,Microsoft,XB,2004,Fighting,Vivendi,0.08,0.02,0,0,0.11
The Spiderwick Chronicles,Microsoft,X360,2008,Action,Vivendi,0.09,0.01,0,0.01,0.11
Cold Winter,Sony,PS2,2005,Shooter,Vivendi,0.06,0.04,0,0.01,0.11
Eragon,Sony,PSP,2006,Action,Vivendi,0.1,0,0,0.01,0.11
Where the Wild Things Are,Microsoft,X360,2009,Platform,Warner Bros,0.1,0,0,0.01,0.11
Legend of the Guardians: The Owls of Ga'Hoole,Nintendo,Wii,2010,Action,Warner Bros,0.1,0.01,0,0.01,0.11
Vacation Isle: Beach Party,Nintendo,Wii,2010,Misc,Warner Bros,0.08,0.02,0,0.01,0.11
The Lord of the Rings: Aragorn's Quest,Nintendo,DS,2010,Action,Warner Bros,0.09,0.02,0,0.01,0.11
Green Lantern: Rise of the Manhunters,Nintendo,DS,2011,Action,Warner Bros,0.07,0.03,0,0.01,0.11
Happy Feet Two,Nintendo,DS,2011,Action,Warner Bros,0.09,0.01,0,0.01,0.11
Happy Feet Two,Nintendo,3DS,2011,Action,Warner Bros,0.08,0.02,0,0.01,0.11
Where the Wild Things Are,Sony,PS3,2009,Platform,Warner Bros,0.09,0.01,0,0.01,0.11
Top Angler: Real Bass Fishing,Sony,PS2,2002,Sports,Xicat,0.05,0.04,0,0.01,0.11
Shovel Knight,Nintendo,WiiU,2015,Platform,Yacht Club,0.06,0.04,0,0.01,0.11
Pac-Man Pinball Advance,Nintendo,GBA,2005,Misc,Zoo Digital,0.08,0.03,0,0,0.11
Pac-Man World 2,Nintendo,GBA,2005,Action,Zoo Digital,0.08,0.03,0,0,0.11
SimCity 2000,Nintendo,GBA,2003,Simulation,Zoo Digital,0.08,0.03,0,0,0.11
Garfield's Fun Fest,Nintendo,DS,2008,Platform,Zoo Digital,0.07,0.03,0,0.01,0.11
Yamaha Supercross,Nintendo,DS,2009,Racing,Zoo Digital,0.1,0,0,0.01,0.11
Minute to Win It,Nintendo,DS,2010,Misc,Zoo Digital,0.11,0,0,0.01,0.11
Army Men: Soldiers of Misfortune,Nintendo,DS,2008,Shooter,Zoo Digital,0.1,0,0,0.01,0.11
Army Men World War: Team Assault,Sony,PS,2001,Action,3DO,0.06,0.04,0,0.01,0.1
Ar tonelico: Melody of Elemia,Sony,PS2,2006,Role-Playing,505 Games,0,0,0.1,0,0.1
The Destiny of Zorro,Nintendo,Wii,2009,Action,505 Games,0.09,0,0,0.01,0.1
Rolling Stone: Drum King,Nintendo,Wii,2009,Misc,505 Games,0.09,0,0,0.01,0.1
My First Dollhouse,Nintendo,DS,2010,Misc,505 Games,0.1,0,0,0.01,0.1
Alvin and the Chipmunks: Chipwrecked,Nintendo,DS,2011,Misc,505 Games,0.06,0.03,0,0.01,0.1
Draglade,Nintendo,DS,2007,Fighting,505 Games,0.09,0,0,0.01,0.1
Bujingai: The Forsaken City,Sony,PS2,2003,Fighting,505 Games,0.05,0.04,0,0.01,0.1
Guilty Gear Isuka,Sony,PS2,2004,Fighting,505 Games,0.05,0.04,0,0.01,0.1
Chameleon,Sony,PSP,2006,Puzzle,505 Games,0.09,0,0,0.02,0.1
Vexx,Microsoft,XB,2003,Platform,Acclaim,0.08,0.02,0,0,0.1
Revolution X,Sony,PS,1995,Shooter,Acclaim,0.06,0.04,0,0.01,0.1
X-Men: Children of the Atom,Sony,PS,1998,Fighting,Acclaim,0.06,0.04,0,0.01,0.1
Vanishing Point,Sony,PS,2001,Racing,Acclaim,0.06,0.04,0,0.01,0.1
"Sakura Wars: So Long, My Love",Nintendo,Wii,2010,Role-Playing,Ackkstudios,0.05,0.04,0,0.01,0.1
X-Men: The Official Game,Microsoft,XB,2006,Action,Activision,0.08,0.02,0,0,0.1
Kelly Slater's Pro Surfer,Microsoft,XB,2002,Sports,Activision,0.08,0.02,0,0,0.1
Over the Hedge,Microsoft,XB,2006,Platform,Activision,0.07,0.02,0,0,0.1
MTX Mototrax,Microsoft,XB,2004,Racing,Activision,0.07,0.02,0,0,0.1
Minority Report: Everybody Runs,Microsoft,XB,2002,Action,Activision,0.07,0.02,0,0,0.1
Minority Report: Everybody Runs,Nintendo,GC,2002,Action,Activision,0.08,0.02,0,0,0.1
Van Helsing,Nintendo,GBA,2004,Action,Activision,0.07,0.03,0,0,0.1
Blue Stinger,Sega,DC,1999,Adventure,Activision,0,0,0.1,0,0.1
NASCAR The Game: Inside Line,Microsoft,X360,2012,Racing,Activision,0.09,0,0,0.01,0.1
Cabela's Adventure Camp,Microsoft,X360,2011,Misc,Activision,0.07,0.02,0,0.01,0.1
Little League World Series Baseball 2010,Microsoft,X360,2010,Sports,Activision,0.09,0,0,0.01,0.1
The Voice,Microsoft,X360,2014,Action,Activision,0.09,0,0,0.01,0.1
SpongeBob: HeroPants,Microsoft,X360,2015,Platform,Activision,0.09,0,0,0.01,0.1
X-Men: Destiny,Nintendo,Wii,2011,Action,Activision,0.07,0.02,0,0.01,0.1
Monkey Mischief! Party Time,Nintendo,Wii,2008,Misc,Activision,0.09,0,0,0.01,0.1
SCORE International Baja 1000: The Official Game,Nintendo,Wii,2008,Racing,Activision,0.09,0,0,0.01,0.1
Big League Sports,Nintendo,Wii,2008,Sports,Activision,0.09,0.01,0,0.01,0.1
iCarly 2: iJoin The Click!,Nintendo,Wii,2010,Adventure,Activision,0.08,0.01,0,0.01,0.1
Angry Birds Star Wars,Nintendo,WiiU,2013,Strategy,Activision,0.05,0.04,0,0.01,0.1
X-Men: The Official Game,Nintendo,DS,2006,Action,Activision,0.1,0,0,0.01,0.1
Science Papa,Nintendo,DS,2009,Misc,Activision,0.09,0.01,0,0.01,0.1
Barbie in The 12 Dancing Princesses,Nintendo,DS,2007,Adventure,Activision,0.09,0.01,0,0.01,0.1
Spider-Man: Web of Shadows,Nintendo,DS,2008,Action,Activision,0.09,0,0,0.01,0.1
Rapala Pro Bass Fishing 2010,Nintendo,DS,2010,Sports,Activision,0.09,0,0,0.01,0.1
Generator Rex: Agent of Providence,Nintendo,3DS,2011,Action,Activision,0.07,0.02,0,0.01,0.1
Blast Chamber,Sony,PS,1996,Shooter,Activision,0.05,0.04,0,0.01,0.1
Guitar Hero: Van Halen,Sony,PS2,2009,Misc,Activision,0.05,0.04,0,0.01,0.1
Bee Movie Game,Sony,PS2,2007,Action,Activision,0.05,0.04,0,0.01,0.1
The History Channel: Civil War - Secret Missions,Sony,PS3,2008,Shooter,Activision,0.09,0,0,0.01,0.1
World Series of Poker 2008: Battle for the Bracelets,Sony,PS3,2007,Misc,Activision,0.08,0.01,0,0.01,0.1
NASCAR Unleashed,Sony,PS3,2011,Racing,Activision,0.09,0,0,0.01,0.1
World Series of Poker: Tournament of Champions 2007 Edition,Sony,PSP,2006,Misc,Activision,0.1,0,0,0.01,0.1
Hot Wheels Ultimate Racing,Sony,PSP,2007,Action,Activision,0.09,0,0,0.01,0.1
Monkey Island: Special Edition Collection,Sony,PS3,2011,Adventure,Activision,0,0.08,0,0.02,0.1
Transformers: Devastation,Sony,PS3,2015,Action,Activision,0.04,0.04,0,0.02,0.1
Monster Jam: Path of Destruction,Sony,PSP,2010,Racing,Activision,0.09,0,0,0.02,0.1
Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,Nintendo,DS,2008,Adventure,Alchemist,0,0,0.1,0,0.1
KORG DS-10 Synthesizer Plus,Nintendo,DS,2009,Misc,AQ Interactive,0.07,0,0.02,0.01,0.1
Wizardry VI: Bane of the Cosmic Forge,Nintendo,SNES,1995,Role-Playing,ASCII,0,0,0.1,0,0.1
Virtual Pro Wrestling,Sony,PS,1996,Fighting,Asmik Ace Entertainment,0,0,0.09,0.01,0.1
Derby Jockey 2,Nintendo,SNES,1995,Sports,Asmik Corp,0,0,0.1,0,0.1
Indigo Prophecy,Microsoft,XB,2005,Adventure,Atari,0.07,0.03,0,0,0.1
Bullet Witch,Microsoft,X360,2006,Shooter,Atari,0.07,0.01,0.02,0.01,0.1
Backyard Baseball '10,Nintendo,Wii,2009,Sports,Atari,0.09,0,0,0.01,0.1
Pajama Sam: Don't Fear The Dark,Nintendo,Wii,2008,Adventure,Atari,0.09,0,0,0.01,0.1
Dungeons & Dragons Tactics,Sony,PSP,2007,Strategy,Atari,0.09,0,0,0.01,0.1
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,Sony,PS,1995,Fighting,Atlus,0,0,0.1,0.01,0.1
3D Tank Warfare Simulator Panzer Front,Sony,PS,1999,Simulation,Avalon Interactive,0.06,0.04,0,0.01,0.1
Water Sports,Nintendo,Wii,2009,Action,Avanquest,0.05,0.04,0,0.01,0.1
Fifi and the Flowertots,Nintendo,DS,2009,Misc,Avanquest,0,0.09,0,0.01,0.1
Reign of Fire,Microsoft,XB,2002,Shooter,BAM,0.07,0.02,0,0,0.1
Ballistic: Ecks vs. Sever,Nintendo,GBA,2002,Shooter,BAM,0.07,0.03,0,0,0.1
Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,Nintendo,GBA,2002,Fighting,Banpresto,0.05,0.02,0.03,0,0.1
Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,Nintendo,DS,2007,Misc,Benesse,0,0,0.1,0,0.1
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,Microsoft,X360,2009,Role-Playing,Bethesda,0.09,0.01,0,0.01,0.1
WRC 5: FIA World Rally Championship,Sony,PS3,2015,Sports,Big Ben,0.03,0.05,0,0.02,0.1
Rugby 15,Sony,PS3,2015,Sports,Big Ben,0.03,0.05,0,0.02,0.1
Corvette Evolution GT,Nintendo,DS,2008,Racing,Black Bean,0.1,0,0,0.01,0.1
NatGeo Challenge! Wild Life,Sony,PS3,2010,Misc,Black Bean,0.05,0.03,0,0.01,0.1
Uta no Prince-Sama: Music,Sony,PSP,2011,Misc,Broccoli,0,0,0.1,0,0.1
UFC: Tapout 2,Microsoft,XB,2003,Fighting,Capcom,0.08,0.02,0,0,0.1
Capcom vs. SNK 2 EO,Microsoft,XB,2003,Fighting,Capcom,0.08,0.02,0,0,0.1
Tatsunoko vs. Capcom: Cross Generation of Heroes,Nintendo,Wii,2008,Fighting,Capcom,0,0,0.1,0,0.1
Great Phoenix Wright: Ace Attorney 2 - Naruhodou Ryuunosuke no Kakugo,Nintendo,3DS,2017,Adventure,Capcom,0,0,0.1,0,0.1
Marvel vs. Capcom: Clash of Super Heroes,Sega,DC,1999,Fighting,Capcom,0,0,0.1,0,0.1
Devil May Cry 4,Sony,PS4,2015,Action,Capcom,0.01,0,0.09,0,0.1
Street Fighter Collection,Sony,PS,1997,Fighting,Capcom,0,0,0.09,0.01,0.1
MotoGP 07,Sony,PS2,2007,Racing,Capcom,0.05,0.04,0,0.01,0.1
Ultra Street Fighter IV,Sony,PS4,2015,Fighting,Capcom,0,0.08,0,0.01,0.1
Power Stone Collection,Sony,PSP,2006,Action,Capcom,0.08,0,0,0.01,0.1
Resident Evil 4 HD,Sony,PS4,2016,Shooter,Capcom,0.07,0,0.01,0.02,0.1
Princess Debut,Nintendo,DS,2008,Misc,Cave,0.1,0,0,0.01,0.1
Igor: The Game,Nintendo,Wii,2008,Adventure,CDV,0.09,0,0,0.01,0.1
Colin McRae Rally 04,Microsoft,XB,2004,Racing,Codemasters,0.08,0.02,0,0,0.1
Heatseeker,Nintendo,Wii,2007,Action,Codemasters,0.08,0,0,0.01,0.1
Micro Machines V3,Sony,PS,1997,Racing,Codemasters,0.06,0.04,0,0.01,0.1
Leisure Suit Larry: Box Office Bust,Sony,PS3,2009,Adventure,Codemasters,0.06,0.03,0,0.01,0.1
Record of Agarest War Zero,Microsoft,X360,2010,Strategy,Compile Heart,0.09,0,0,0.01,0.1
Shellshock,Sony,PS,1995,Action,Core Design,0.06,0.04,0,0.01,0.1
Virtual Pool 64,Nintendo,N64,1998,Sports,Crave,0.08,0.02,0,0,0.1
Man vs. Wild,Microsoft,X360,2011,Action,Crave,0.09,0,0,0.01,0.1
Machi-Ing Maker 3 x Tousouchuu,Sony,PSP,2010,Simulation,D3Publisher,0,0,0.1,0,0.1
Ben 10 Galactic Racing,Microsoft,X360,2011,Racing,D3Publisher,0.07,0.02,0,0.01,0.1
The Secret Saturdays: Beasts of the 5th Sun,Nintendo,Wii,2009,Action,D3Publisher,0.09,0,0,0.01,0.1
Astro Boy: The Video Game,Nintendo,DS,2009,Action,D3Publisher,0.09,0,0,0.01,0.1
Flushed Away,Nintendo,DS,2006,Platform,D3Publisher,0.09,0,0,0.01,0.1
Despicable Me: The Game,Sony,PS2,2010,Platform,D3Publisher,0.05,0.04,0,0.01,0.1
Utawarerumono: Itsuwari no Kamen,Sony,PSV,2015,Adventure,Deep Silver,0.01,0,0.08,0,0.1
nail'd,Microsoft,X360,2010,Racing,Deep Silver,0.08,0.02,0,0.01,0.1
Horse Life Adventures,Nintendo,DS,2008,Simulation,Deep Silver,0.08,0.01,0,0.01,0.1
Cartoon Network: Punch Time Explosion,Nintendo,3DS,2011,Fighting,Deep Silver,0.07,0.02,0,0.01,0.1
Championship Pony,Nintendo,DS,2008,Simulation,Destination Software,0.09,0,0,0.01,0.1
USA Today Puzzle Craze,Nintendo,DS,2009,Puzzle,Destineer,0.09,0,0,0.01,0.1
Disney Sing It! High School Musical 3: Senior Year,Microsoft,X360,2009,Misc,Disney,0.09,0,0,0.01,0.1
Disney's Chicken Little: Ace In Action,Nintendo,Wii,2006,Shooter,Disney,0.09,0,0,0.01,0.1
Power Rangers: Super Legends,Nintendo,DS,2007,Action,Disney,0.08,0.02,0,0.01,0.1
Disney Planes Fire & Rescue,Nintendo,3DS,2014,Action,Disney,0.01,0.08,0,0.01,0.1
Dreamer Series: Top Model,Nintendo,DS,2009,Simulation,DreamCatcher,0.1,0,0,0.01,0.1
FIFA Street,Microsoft,XB,2005,Sports,EA,0.08,0.02,0,0,0.1
NHL 2004,Nintendo,GC,2003,Sports,EA,0.08,0.02,0,0,0.1
Project FIFA World Cup,Sony,PS2,2002,Sports,EA,0,0,0.1,0,0.1
NHL Legacy,Microsoft,X360,2015,Action,EA,0.09,0,0,0.01,0.1
NFL Tour,Microsoft,X360,2008,Sports,EA,0.09,0,0,0.01,0.1
MySims SkyHeroes,Microsoft,X360,2010,Action,EA,0.09,0,0,0.01,0.1
The Lord of the Rings: Conquest,Nintendo,DS,2009,Action,EA,0.09,0.01,0,0.01,0.1
Brain Quest: Grades 5 & 6,Nintendo,DS,2008,Misc,EA,0.1,0,0,0.01,0.1
SimAnimals Africa,Nintendo,DS,2009,Simulation,EA,0.08,0.02,0,0.01,0.1
Ninja Reflex,Nintendo,DS,2008,Action,EA,0.09,0,0,0.01,0.1
F1 Career Challenge,Sony,PS2,2003,Racing,EA,0.05,0.04,0,0.01,0.1
The Godfather: Mob Wars,Sony,PSP,2006,Action,EA,0.09,0,0,0.01,0.1
NASCAR,Sony,PSP,2006,Racing,EA,0.09,0,0,0.01,0.1
"Blast Works: Build, Trade, Destroy",Nintendo,Wii,2008,Shooter,Eidos,0.09,0,0,0.01,0.1
America's Next Top Model,Nintendo,DS,2008,Action,Eidos,0.1,0,0,0.01,0.1
Urban Chaos,Sony,PS,1999,Action,Eidos,0.06,0.04,0,0.01,0.1
E·O·E: Eve of Extinction,Sony,PS2,2002,Fighting,Eidos,0.04,0.03,0.02,0.01,0.1
System Flaw,Nintendo,DS,2009,Shooter,Enjoy Gaming,0.09,0,0,0.01,0.1
Derby Stallion P,Sony,PSP,2006,Sports,Enterbrain,0,0,0.1,0,0.1
Divinity: Original Sin,Microsoft,XOne,2015,Role-Playing,Focus Home,0.06,0.03,0,0.01,0.1
Shadow Tower,Sony,PS,1998,Role-Playing,From Software,0.01,0.01,0.07,0.01,0.1
Jeopardy!,Nintendo,N64,1998,Misc,GameTek,0.08,0.02,0,0,0.1
Dancing on Ice,Nintendo,Wii,2010,Sports,Ghostlight,0,0.09,0,0.01,0.1
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,Sony,PS2,2005,Platform,Global Star,0.05,0.04,0,0.01,0.1
Star Trek: Shattered Universe,Sony,PS2,2004,Simulation,Global Star,0.05,0.04,0,0.01,0.1
Piglet's Big Game,Sony,PS2,2003,Platform,Gotham,0.05,0.04,0,0.01,0.1
Mystery Stories: Curse of the Ancient Spirits,Nintendo,DS,2011,Adventure,GSP,0.05,0.04,0,0.01,0.1
Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,Sony,PSV,2012,Adventure,Gust,0,0,0.1,0,0.1
Pariah,Microsoft,XB,2005,Action,Hip Interactive,0.08,0.02,0,0,0.1
Momotarou Dentetsu 16,Nintendo,Wii,2007,Misc,Hudson,0,0,0.1,0,0.1
Help Wanted: 50 Wacky Jobs,Nintendo,Wii,2008,Simulation,Hudson,0.06,0.03,0,0.01,0.1
Deca Sports DS,Nintendo,DS,2009,Sports,Hudson,0.07,0.02,0,0.01,0.1
Hakuouki Portable,Sony,PSP,2009,Adventure,Idea Factory,0,0,0.1,0,0.1
Hyperdimension Neptunia Re;Birth 3,Sony,PSV,2014,Action,Idea Factory International,0.05,0.02,0,0.02,0.1
Metal Slug 3,Microsoft,XB,2004,Shooter,Ignition,0.08,0.02,0,0,0.1
SNK vs. Capcom: SVC Chaos,Microsoft,XB,2004,Fighting,Ignition,0.08,0.02,0,0,0.1
SNK vs. Capcom Card Fighters DS,Nintendo,DS,2006,Strategy,Ignition,0.09,0,0,0.01,0.1
Sol Trigger,Sony,PSP,2012,Role-Playing,Image Epoch,0,0,0.1,0,0.1
Indy Racing 2000,Nintendo,N64,2000,Racing,Infogrames,0.08,0.02,0,0,0.1
Lode Runner 3-D,Nintendo,N64,1998,Action,Infogrames,0.08,0.02,0,0,0.1
Gekido,Sony,PS,1999,Fighting,Infogrames,0.06,0.04,0,0.01,0.1
Milo's Astro Lanes,Nintendo,N64,1998,Sports,Interplay,0.08,0.02,0,0,0.1
Descent Maximum,Sony,PS,1997,Shooter,Interplay,0.05,0.04,0,0.01,0.1
Dragonseeds,Sony,PS,1998,Action,Jaleco,0.03,0.02,0.04,0.01,0.1
Agatha Christie: The ABC Murders,Nintendo,DS,2009,Adventure,JoWood,0.08,0.01,0,0.01,0.1
Lucky * Star: Ryouou Gakuen Outousai,Sony,PS2,2008,Adventure,Kadokawa,0,0,0.1,0,0.1
Toaru Majutsu no Index,Sony,PSP,2011,Adventure,Kadokawa,0,0,0.1,0,0.1
The First Templar,Microsoft,X360,2011,Action,Kalypso,0.06,0.04,0,0.01,0.1
Universal Studios Theme Parks Adventure,Nintendo,GC,2001,Misc,Kemco,0.08,0.02,0,0,0.1
Silent Scope Complete,Microsoft,XB,2004,Shooter,Konami,0.07,0.02,0,0,0.1
Pro Evolution Soccer 2013,Nintendo,Wii,2012,Sports,Konami,0,0.03,0.06,0,0.1
Jikkyou Powerful Pro Yakyuu 10,Nintendo,GC,2003,Sports,Konami,0,0,0.1,0,0.1
Jikkyou Powerful Pro Yakyuu 11,Nintendo,GC,2004,Sports,Konami,0,0,0.09,0,0.1
Castlevania Double Pack,Nintendo,GBA,2006,Platform,Konami,0.07,0.03,0,0,0.1
Power Pocket Koushien,Nintendo,DS,2005,Sports,Konami,0,0,0.1,0,0.1
Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,Nintendo,DS,2007,Simulation,Konami,0,0,0.1,0,0.1
Kirarin * Revolution: Mezase! Idol Queen,Nintendo,DS,2007,Simulation,Konami,0,0,0.1,0,0.1
Penguin no Mondai: The World,Nintendo,DS,2010,Adventure,Konami,0,0,0.1,0,0.1
Kabushiki Baibai Trainer: Kabutore!,Nintendo,DS,2006,Simulation,Konami,0,0,0.1,0,0.1
Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,Nintendo,DS,2010,Sports,Konami,0,0,0.1,0,0.1
Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,Nintendo,DS,2009,Simulation,Konami,0,0,0.1,0,0.1
Pro Yaky? Spirits 2010,Sony,PS2,2010,Sports,Konami,0,0,0.1,0,0.1
Metal Gear Solid HD Edition,Sony,PS3,2011,Action,Konami,0,0,0.1,0,0.1
Jikkyou Powerful Pro Yakyuu 2013,Sony,PSV,2013,Sports,Konami,0,0,0.1,0,0.1
Winning Eleven: Pro Evolution Soccer 2007,Microsoft,X360,2006,Sports,Konami,0.09,0,0,0.01,0.1
Blades of Time,Microsoft,X360,2012,Action,Konami,0.07,0.02,0,0.01,0.1
Pro Evolution Soccer 2017,Microsoft,X360,2016,Sports,Konami,0.04,0.05,0,0.01,0.1
NeverDead,Microsoft,X360,2012,Shooter,Konami,0.06,0.03,0,0.01,0.1
Yu-Gi-Oh! 5D's Wheelie Breakers,Nintendo,Wii,2009,Racing,Konami,0.09,0.01,0,0.01,0.1
Tornado Outbreak,Nintendo,Wii,2009,Action,Konami,0.09,0,0,0.01,0.1
Rock Revolution,Nintendo,DS,2008,Misc,Konami,0.1,0,0,0.01,0.1
WireWay,Nintendo,DS,2009,Adventure,Konami,0.1,0,0,0.01,0.1
Miami Law,Nintendo,DS,2009,Adventure,Konami,0.09,0,0,0.01,0.1
Vandal Hearts II,Sony,PS,1999,Strategy,Konami,0.06,0.04,0,0.01,0.1
Tokimeki Memorial: Taisen Pazurudama,Sony,PS,1996,Puzzle,Konami,0,0,0.09,0.01,0.1
Frogger: Ancient Shadow,Sony,PS2,2005,Platform,Konami,0.05,0.04,0,0.01,0.1
UEFA Euro 2016,Sony,PS3,2016,Sports,Konami,0,0.05,0.05,0.01,0.1
Karaoke Revolution,Sony,PS3,2009,Misc,Konami,0.07,0.02,0,0.01,0.1
Blades of Time,Sony,PS3,2012,Action,Konami,0.04,0.03,0.01,0.01,0.1
Brooktown High: Senior Year,Sony,PSP,2007,Simulation,Konami,0.09,0,0,0.01,0.1
Puzzle Chronicles,Sony,PSP,2010,Puzzle,Konami,0.08,0,0,0.02,0.1
International Superstar Soccer 64 (weekly JP sales),Nintendo,N64,1997,Sports,Konami,0,0,0.05,0.05,0.1
LEGO Rock Raiders,Sony,PS,1999,Strategy,LEGO,0.06,0.04,0,0.01,0.1
Inazuma Eleven GO Strikers 2013,Nintendo,Wii,2012,Role-Playing,Level 5,0,0,0.1,0,0.1
Little Battlers eXperience W,Nintendo,3DS,2013,Role-Playing,Level 5,0,0,0.1,0,0.1
Adventure Time: Finn & Jake Investigations,Nintendo,3DS,2015,Action,Little Orbit,0.03,0.06,0,0.01,0.1
How to Train Your Dragon 2,Sony,PS3,2014,Adventure,Little Orbit,0.03,0.06,0,0.02,0.1
Escape From Monkey Island,Sony,PS2,2001,Adventure,LucasArts,0.05,0.04,0,0.01,0.1
Thrillville: Off the Rails,Sony,PSP,2007,Strategy,LucasArts,0.09,0,0,0.01,0.1
Attack of the Movies 3D,Nintendo,Wii,2010,Shooter,Majesco,0.09,0,0,0.01,0.1
Alvin and the Chipmunks: The Squeakquel,Nintendo,Wii,2009,Misc,Majesco,0.09,0,0,0.01,0.1
Math Blaster in the Prime Adventure,Nintendo,DS,2009,Misc,Majesco,0.09,0,0,0.01,0.1
Gem Quest: 4 Elements,Nintendo,DS,2011,Puzzle,Mastertronic,0.05,0.05,0,0.01,0.1
May's Mystery: Forbidden Memories,Nintendo,DS,2011,Puzzle,Mastertronic,0.05,0.04,0,0.01,0.1
Top Gun: Combat Zones,Nintendo,GBA,2004,Simulation,Mastiff,0.07,0.03,0,0,0.1
Heavy Fire: Afghanistan,Nintendo,Wii,2011,Shooter,Mastiff,0.09,0,0,0.01,0.1
Zero4 Champ RR-Z,Nintendo,SNES,1995,Racing,Media Rings,0,0,0.1,0,0.1
King's Field: The Ancient City,Sony,PS2,2001,Role-Playing,Metro 3D,0.05,0.04,0,0.01,0.1
